CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
DLD99,playsets-action-figures,153
DLD99,toy-cars-trains-train-sets,62
DLD99,playsets,130
DLD99,little-people,72
DLD99,toys-for-4-year-olds,0
DLD99,toys-for-3-year-olds,0
DLD99,toys-for-2-year-olds,0
DLD99,toys-for-1-year-olds,0
DLD99,toys-12-18-months,0
DLD99,little-people-toys,72
DLD99,holiday-gift-guide,215
DLD99,little-people-house-town-car,20
DMD43,toys-for-3-year-olds,0
DMD43,accessories,0
DMD43,toys-for-5-year-olds,0
DMD43,shimmer-and-shine-toys,0
DMD43,role-play-toys,0
DMD43,toys-for-4-year-olds,0
DMD44,accessories,0
DMD44,shimmer-and-shine-toys,0
DMD44,toys-for-3-year-olds,0
DMD44,toys-for-4-year-olds,0
DMD44,toys-for-5-year-olds,0
DMD44,role-play-toys,0
DMM52,toys-for-4-year-olds,0
DMM52,role-play-toys,0
DMM52,toy-cars-trucks-buses,0
DMM52,bob-the-builder-toys,0
DMM52,toys-for-5-year-olds,0
DMM52,toy-cars-trains-train-sets,0
DMM52,toys-for-3-year-olds,0
DMM52,building-toys,0
DMM53,building-toys,0
DMM53,toys-for-5-year-olds,0
DMM53,bob-the-builder-toys,0
DMM53,toy-cars-trucks-buses,0
DMM53,toy-cars-trains-train-sets,0
DMM53,toys-for-3-year-olds,0
DMM53,toys-for-4-year-olds,0
DMM54,toys-for-5-year-olds,0
DMM54,toys-for-4-year-olds,0
DMM54,toy-cars-trucks-buses,0
DMM54,toy-cars-trains-train-sets,0
DMM54,toys-for-3-year-olds,0
DMM54,bob-the-builder-toys,0
DMM54,building-toys,0
DNK64,fisherprice-promo1,0
DNK64,new-parents-must-haves,0
DNK64,for-baby,0
DNK64,award-winning-toys-gear,0
DNK64,tech-toys,25
